evolution$generation,distReculVoirie,distReculFond,distReculLat,maximalCES,hIniRoad,slopeRoad,hauteurMax,gini,moran,densite,coverageRatio,evolution$samples
400000,0.0,6.700461473352302,0.42346185813439763,0.6520312017558467,9.364391120680182,0.5,14.759915806320855,0.07227776805060551,0.03960190820536269,2.5307422526040657,0.6235704959742304,1
400000,0.6819223739314315,8.570925010740952,0.013670586598266164,0.8565466137095494,15.0,0.8775392017435255,17.59029987776998,0.1142033626959456,0.02403446583723251,3.649331519175694,0.6653591012193791,2
400000,10.0,1.3201655943851165,2.1603509993715866,0.3742348310828824,14.002261785952369,2.3758349215134196,22.84939007352377,0.22139760825027993,-0.030722662226075066,2.212094502891354,0.29043605948255014,2
400000,0.0,9.60957510056582,4.2783380989853645,0.7427802759385996,6.213898175744414,0.7479564462915035,24.0,0.43929123240360024,0.06944853718066714,1.0130343005407696,0.30497678140520057,3
400000,0.42984623767238894,0.0,0.0,0.9722643162674742,9.122106162405885,2.228651264670659,17.707256725316597,0.027327685538323217,0.0070766779094051735,5.513339272377488,0.8870921189574507,1
400000,0.0,6.355937678572311,1.934902466894724,0.913703093354403,9.998265745684211,1.7142047427972735,15.364481632950978,0.10239181170297636,0.061870031844267086,2.9507588047050572,0.6381227302927723,7
400000,0.0,7.18267128646858,2.0020565389238536,0.8940748567263535,9.289106663030141,1.7489226195843048,14.15330913782226,0.1162207731507708,0.062407114129202336,2.647998409695695,0.6160138915373411,1
400000,6.09232740224089,3.4260858646789,0.0,0.9153527632388894,3.879953672706351,1.1052536561170938,13.688522110895658,0.09256739382349222,-0.012626084628350579,2.8777871056557256,0.6115051916428867,2
400000,4.224576829585658,0.0,0.9000451266610765,0.9013054261067748,4.996648693271246,0.9938513235777675,24.0,0.13313449926133383,-6.822629206895678E-4,4.005820789433536,0.6863179808653658,1
400000,10.0,9.204694004155904,0.0,0.4145594217196454,9.438211668095773,1.8045382580252025,23.989013671875,0.18916234368898666,0.010840599131090738,2.274906399572457,0.27497692462870477,1
400000,9.765625E-5,6.277220157325311,2.7155873819170067,1.0,7.059669040470884,0.6889268492031551,24.0,0.20424991799493783,0.0745491351804653,1.8457732472967516,0.46958561139451144,1
400000,5.7746402936504895,9.138829495335036,0.0,0.7112373741390583,15.0,2.0736417509559164,23.906480168615328,0.10635372947180997,0.019369313150043033,4.213020864131896,0.4989840792952127,3
400000,3.895247698649916,0.0,2.0306414252540366,0.3488123105432811,6.1728741181629125,0.5,22.195782764441603,0.14402255967863065,-0.022788133981839584,1.7105667906705118,0.32373549775379346,5
400000,5.946315680416793,0.9818440101348858,2.314974923917287,0.34386718368652675,15.0,1.3258323455610528,12.773122222014656,0.08732284392118156,-0.04025944049045257,1.3264568120835154,0.3115429360336184,12
400000,0.5184882872283758,8.400323803310133,0.03712296963420954,1.0,13.911411996813777,2.406974728262048,23.999999999999996,0.1121906089070003,0.027892054361513537,5.09302952913931,0.6987717212366412,1
400000,0.0,4.6436644582406394,0.0,0.7951489194267423,15.0,3.0,23.579187308617737,0.011160358116463081,0.014338910242875121,6.1260869813398156,0.7525719977621707,1
400000,0.0,7.486704623530084,0.7419646176986507,1.0,15.0,0.5,9.508851977821173,0.10533299700230452,0.04193366959748665,2.228289106296695,0.7030156315153996,1
400000,10.0,0.0,0.0,0.9622096514145371,15.0,1.4238205692295272,24.0,0.11024795610537742,-0.0032265127472385835,5.582321031057165,0.6199519424959178,1
400000,5.591959277889329,7.316640266634458,0.22504374019816115,0.6430192863138575,15.0,2.781718077320181,9.859142497365848,0.10091379844057319,0.028873461163030287,1.6485547727234053,0.5016256770698186,2
400000,0.42300329828626504,9.992621925944059,0.0,1.0,8.28280298516806,0.5,11.200065695045524,0.1452766178342167,-0.004529936789302982,2.2773328950551055,0.6835573727930131,1
400000,0.0,10.0,0.0,0.9998291015625,3.2222853212962552,0.6091786279592541,24.0,0.20123037205539604,-0.028287692206509864,1.9390455586929787,0.7093781833912013,9
400000,0.7429956878964877,4.168850710676397,0.8927882270808908,0.6094084762166292,8.913059804727634,0.5,19.258961973357287,0.08162151881433813,0.005121192044379025,2.7747362248209115,0.6069237181045838,1
400000,0.0,6.705355772754151,1.3754017081016152,0.7570718173217383,3.582320504571008,0.7444940792499337,24.0,0.1710464032037796,0.025281408419898243,2.0099716974960504,0.6179949428079038,3
400000,0.0,0.01686403124730431,3.8115905967447357,0.8535852187954376,11.421626627440373,1.8316735307471932,10.08787593458483,0.19058164003934186,0.09215907215796203,1.7263401857523417,0.5133548298739055,5
