idparcel,centerx, centery, length, width, height, orientation
0, 1051213.073342776, 6840601.333678936, 18.413429568410624, 10.67521045455322, 5.99999701958358, 1.2351147082739784
1, 1051171.474903734, 6840623.448131881, 7.315906009363724, 15.442575724715605, 5.9999893448341854, 2.767539505103807
2, 1051156.9367916372, 6840628.909379881, 8.48715881981508, 18.3690420512592, 5.999999948344961, 2.7591332470461194
3, 1051085.8168664728, 6840603.750429943, 17.65948343368206, 9.899195654740817, 5.999996010840379, 1.2296245762523714
4, 1051064.500721383, 6840604.696649527, 9.54963025316292, 14.507157678773464, 5.999999324556828, 2.7225104938549904
6, 1051155.2536431737, 6840572.969147412, 11.639163512111534, 18.431121445503358, 5.999993934942966, 2.7898093208969668
6, 1051160.0254044952, 6840587.10044063, 9.367232252882545, 6.444382370106595, 5.999985039934007, 0.3387123947476729
7, 1051125.3843593495, 6840582.604915663, 14.920009955944533, 19.62347361161993, 5.999984106252908, 1.1894323036291699
8, 1051102.687972257, 6840589.179765658, 16.35974676709861, 10.446451809191228, 5.999974598148203, 1.1716560398326619
9, 1051177.7828119262, 6840569.197673074, 19.004286381093888, 16.891259005530767, 5.999975376915835, 1.2094607421613717
10, 1051198.2079882342, 6840558.125135518, 12.504897367722622, 8.64374938782591, 5.999986104784366, 1.1256873479562575
11, 1051143.0568194608, 6840635.4095497895, 17.543356404979395, 6.567533828730932, 5.999997679771869, 1.1422415740527814
12, 1051092.4983719983, 6840657.337448993, 11.66957796855148, 10.608220300975834, 5.999996518352814, 0.9517435752239507
15, 1051198.4307617848, 6840611.053229981, 15.608180628899092, 6.743860454301132, 5.999999196653201, 1.1991598369869385
16, 1051185.1435390275, 6840617.297362404, 14.99306347229456, 7.550552099927213, 5.999996990844453, 1.1986137835839266
