idparcel,centerx, centery, length, width, height, orientation
0, 1051215.2642831185, 6840599.915861163, 13.991222012248226, 6.04455728805317, 5.7529474051291185, 1.1899950017784613
0, 1051208.477292509, 6840598.906361326, 11.563417374226432, 19.528169799141345, 7.650209132167616, 2.7887861023969758
0, 1051202.454804865, 6840581.176170982, 17.984976739685212, 12.049592489201538, 7.177605121659604, 1.2091802423351372
1, 1051172.7554433413, 6840627.588215705, 5.025555427485718, 12.841887035394043, 5.793010502016719, 1.140617564516825
1, 1051169.8038856129, 6840619.381548554, 14.33950511012063, 13.349769453841581, 7.915506683341988, 1.183163100749484
2, 1051151.884311905, 6840609.877357402, 19.780348398575363, 10.257313694063829, 7.915666993731117, 1.20417933989325
2, 1051155.6760547233, 6840626.681103857, 14.701842450794057, 13.870573532814086, 7.855122818699092, 2.719233557161877
3, 1051082.719702305, 6840596.26081706, 8.310687759531724, 17.220861099137604, 7.915449078850262, 1.226488133428504
3, 1051087.5384995774, 6840607.309243201, 15.668198476408982, 18.630998129764674, 7.9156561053530625, 1.2302375493394369
4, 1051066.5349760083, 6840604.42632471, 18.415368079679226, 13.87394225345366, 5.957257660906597, 1.120320679720426
4, 1051072.8951055107, 6840616.0727083385, 9.621755586817583, 10.07534930680851, 7.348021456211873, 1.0848030351856492
5, 1051123.1547843046, 6840650.415720171, 11.997496703622833, 5.095375459755532, 5.836733242224797, 2.70770030001339
5, 1051119.759037746, 6840642.535744211, 11.697877968049085, 15.137349789160606, 7.885202083751677, 2.7069661785139854
5, 1051115.0221236395, 6840624.639295954, 6.133879777847076, 19.999990366690845, 7.915703322598791, 2.725605701742336
6, 1051161.0775209593, 6840590.168466109, 18.42659182877105, 19.760664679024114, 7.915572824478917, 2.76568963597438
6, 1051154.9971692138, 6840573.501858431, 18.876428772045134, 16.04424953329763, 7.270783415810684, 2.7959906660406353
7, 1051123.526454237, 6840586.830242686, 18.21866765475829, 19.99976280323758, 7.786931107302031, 1.2189704450937255
7, 1051139.076618966, 6840581.146049906, 18.033222467893403, 12.962231783730582, 7.695655236338617, 1.211251596659332
8, 1051103.8790544826, 6840593.624219046, 18.49033526501238, 19.185591095422446, 7.438175389459058, 2.791864794052557
9, 1051175.722770352, 6840567.949633391, 16.79039561262531, 19.999701073587644, 7.9069215494587475, 1.2293220718448612
9, 1051181.2719390707, 6840583.202165886, 16.11595681098305, 19.999935469887426, 7.915469220099915, 1.1674640061866306
10, 1051196.0273734152, 6840561.753383729, 19.999902777123324, 13.444318299823466, 6.149196224278367, 1.2101362282775185
11, 1051141.4162361273, 6840631.687774411, 16.63887228848598, 12.75207989018748, 7.910889468615686, 1.1467164555859004
11, 1051145.0891472404, 6840639.817424629, 11.929742946408737, 5.000433236109549, 6.0120216510105795, 2.6824544197406692
12, 1051097.8559579542, 6840660.744404476, 5.006484371601921, 11.463525154614999, 5.752942453311847, 1.3725703981629171
12, 1051092.9678875837, 6840651.709441378, 12.753426960444557, 19.99988939620532, 7.061841419958394, 2.663907010326243
13, 1051083.0571408658, 6840637.504491493, 9.405592733463013, 10.31966198401571, 6.676760056953227, 2.707381874966009
13, 1051087.5829787098, 6840633.861788243, 5.61803858457635, 6.47463090152239, 7.915430796046417, 0.6538107848448685
14, 1051107.4112510737, 6840648.574129863, 12.369169254922541, 15.789409243015772, 7.482761826125087, 2.7206928598980986
15, 1051196.9786330173, 6840607.234275673, 12.443858995459294, 15.022412347263579, 7.573678695864779, 2.7445544589026785
16, 1051183.865115478, 6840613.715992048, 12.71438851044957, 16.11123519064504, 7.170457976910373, 2.707244081474227
17, 1051076.011048476, 6840627.687684212, 10.23555911024563, 8.354904309190198, 6.265144982495095, 1.0736977915873405
17, 1051089.3962727482, 6840621.929087426, 10.11991601655161, 19.960971367555825, 7.915703902802212, 1.2152881647816192
18, 1051132.9598737853, 6840642.993082981, 9.181000036025727, 8.317649238237365, 6.371180969955553, 2.7244313410398764
18, 1051122.6066238743, 6840619.756743523, 9.006190296226292, 17.652919100896604, 7.915306328914118, 2.7221242938867345
18, 1051128.75848336, 6840633.472674823, 12.464279430583874, 9.121887102240606, 7.9152247029097005, 1.150172286310319
