idparcel,centerx, centery, length, width, height, orientation
0, 1051210.6237785413, 6840601.831891588, 8.331389484210124, 13.416400564311079, 23.64393371926717, 2.705625751867394
0, 1051203.9541259378, 6840585.218075404, 9.212542245544006, 19.37245732892817, 23.64396640392917, 2.758830972748071
1, 1051171.1986576943, 6840623.463034328, 15.072253979396203, 11.067971126490649, 14.128004914427267, 1.2073024760768227
2, 1051154.1909262761, 6840611.874197936, 5.616475300896511, 17.99053622430038, 23.643307066429607, 2.7701801285246406
2, 1051155.8512979562, 6840627.017190114, 12.99074299656649, 12.888280864866376, 23.643891836636747, 1.1511260008481305
2, 1051158.8335534534, 6840635.494762106, 5.0001646442754435, 11.343041143782163, 14.128059468792372, 1.1340753039946228
3, 1051086.1184690697, 6840602.835596426, 13.5427515221817, 19.06024739994041, 23.64373689709162, 2.9034154362922022
4, 1051066.5042428684, 6840599.908115565, 5.3310474115361455, 9.875276452770308, 23.64325375240876, 1.1837382839520376
4, 1051070.9087573215, 6840610.961168693, 18.393623984263648, 8.259224415541793, 23.64387352260742, 1.1774281513718345
5, 1051121.4216302459, 6840646.375008308, 16.325333523043355, 10.181280252836489, 14.12802884116433, 1.1522768312581104
6, 1051165.2681668478, 6840585.394747074, 5.044669936763517, 18.135753415953964, 23.64371176531206, 2.7433385717132124
6, 1051153.5066863704, 6840571.212906998, 8.291441471477386, 14.22915753564489, 23.64351916940334, 1.1298421149468267
6, 1051156.3718740807, 6840585.115281955, 10.824231268440004, 18.14704665003476, 23.643850708488348, 2.747469292797489
7, 1051121.4124779424, 6840585.387630045, 14.982632998185972, 15.067650645315593, 23.643946515653568, 1.2371379382898458
7, 1051136.0386766668, 6840580.194468829, 14.285642113430784, 14.45960995283281, 23.64360414243784, 2.7639606572695734
8, 1051107.5402967138, 6840590.392892919, 15.141523228718738, 7.675735878141955, 23.643961331382382, 1.2331139883467483
8, 1051099.7630766649, 6840593.524777955, 9.028203309561091, 15.105240108372215, 23.6438580358396, 2.7886856131427837
9, 1051180.2103468115, 6840576.714700678, 19.037770178282322, 19.993572854471445, 23.643959964111996, 1.207521869746027
9, 1051177.8776584049, 6840562.197244115, 8.024091710903091, 11.634923150273767, 23.643836433278807, 1.2917966328788533
10, 1051194.9011417895, 6840561.66868003, 16.939565431893193, 9.421896301514124, 23.64369613348579, 1.2192449393211402
11, 1051142.2717121711, 6840633.5992363375, 13.765294543886618, 10.899407345882963, 23.61080216110311, 1.1455414232036756
12, 1051093.4397716927, 6840652.489443282, 17.532927935330246, 10.425576383889712, 23.643958780978725, 1.10980821451214
13, 1051080.117499526, 6840638.8670754125, 8.146725317791617, 8.82375928443436, 14.128058084685609, 1.1053995735281388
14, 1051108.1585233586, 6840650.151304327, 12.10229681844002, 10.616241697050114, 23.61102478658031, 1.151022465609063
15, 1051197.6742159126, 6840608.978258242, 10.909267250853098, 11.380877459372014, 23.391341060473554, 2.7660647669084413
15, 1051200.4785932472, 6840616.000706454, 5.00007728965813, 7.951630435935284, 14.128015260446643, 1.1160502887367543
16, 1051184.3831258265, 6840615.106547175, 11.311736369846555, 11.776600556545064, 23.603921396097693, 2.7171951064507662
16, 1051185.9601478647, 6840622.388742854, 8.631489464414047, 5.0082871966607705, 14.128042665487365, 2.696216257892675
17, 1051077.6841567084, 6840626.960987685, 8.147551486527586, 15.964111644743028, 14.12811518883618, 1.114371012542559
17, 1051094.5874275218, 6840620.294310167, 6.755871029555438, 5.978384394590093, 23.643578066140492, 3.07492561233216
18, 1051129.425184863, 6840635.015232597, 19.99992592691671, 7.284724758351279, 23.64394537888619, 1.152003955152835
18, 1051123.1933148727, 6840620.825290116, 9.83689687183029, 6.848353701821173, 23.643776048373255, 1.1485908100890223
