idparcel,centerx, centery, length, width, height, orientation
1, 1051167.9710041794, 6840615.144226576, 10.001806983218659, 15.639375407752896, 6.0141798256656145, 2.7603822281666
2, 1051153.0637113994, 6840619.659786948, 9.801099291171868, 18.64515010192212, 6.014233663705955, 2.680262783724632
2, 1051138.20786124, 6840607.2634119345, 13.383062390265998, 17.378376496053132, 6.014002444541638, 1.194468011523637
3, 1051086.045559958, 6840602.538707479, 14.630975059215602, 16.542971110979316, 6.0141927607993555, 2.81697641089646
5, 1051117.2294356956, 6840636.757320135, 19.85980943411586, 8.331341982718488, 6.014166835428917, 1.1591166310286587
5, 1051109.89796725, 6840618.184846822, 6.518604623703567, 14.226102412792585, 6.014027467601171, 2.7123712942242904
6, 1051153.0389457566, 6840577.855267647, 11.80490231592257, 8.60842018843088, 6.014136389201617, 1.1805603575159604
6, 1051162.4374170625, 6840593.852010125, 14.364812933934603, 19.420860196691585, 6.013901252221524, 2.787354803576536
7, 1051138.5879160708, 6840585.889382826, 18.156812638953195, 13.588729123142562, 6.014104721396965, 1.2522322572988194
7, 1051126.4370203034, 6840591.954942641, 12.796120168435078, 12.397867074495613, 6.014141045584919, 2.8454228196447526
8, 1051105.1791180267, 6840596.9109248305, 13.64767213887527, 17.337859513817314, 6.014194455011134, 2.8318614444512566
9, 1051183.7846734824, 6840590.682988216, 14.16425948806207, 9.84707549756032, 6.014202845671896, 2.760790809407893
9, 1051175.329034711, 6840568.641315858, 13.663096735075534, 9.27726506869392, 6.0141095722518845, 3.001312834119196
9, 1051180.727141383, 6840578.571803794, 19.382988834826264, 9.194519957864086, 6.01418652165164, 2.746952244367147
11, 1051139.6402286277, 6840628.498132984, 18.174903396952246, 8.77712545920108, 6.014199636886103, 1.14913199183618
12, 1051093.990736865, 6840650.480314091, 7.192311523955218, 16.14513829111652, 6.014192537715582, 2.6714503418025086
13, 1051100.7939863726, 6840631.002886533, 8.418484182583082, 11.596140140473175, 6.0140713889630035, 1.1558929328209273
13, 1051087.9734626936, 6840635.592295688, 6.01854541237452, 9.412992716543691, 6.014080307712176, 1.2082445441283256
14, 1051105.074472066, 6840643.491478652, 8.7982691661513, 16.467308298256928, 6.01406993638895, 2.7090117071777313
15, 1051195.3857557732, 6840603.093912333, 9.594446863402455, 15.535550231290792, 6.014193943002359, 2.7871574752267785
16, 1051181.7125054833, 6840608.67917536, 15.89075451418787, 9.863528611356596, 6.01420609947802, 1.243972974515848
17, 1051088.596886395, 6840622.26910168, 19.99991488859184, 7.18416662885728, 6.01423100248586, 2.7830088863635543
