idparcel,centerx, centery, length, width, height, orientation
0, 1051207.011559101, 6840599.092103581, 16.47912990164902, 10.24792592153223, 23.999984253365323, 1.2415973007084702
0, 1051201.0223258093, 6840583.379894852, 10.682734457584806, 16.855621543854138, 23.999889895730337, 2.7951077645846314
1, 1051169.989083211, 6840619.774330092, 16.77031103316552, 11.13757468625348, 23.930452799857754, 2.740718061587685
2, 1051153.8931515294, 6840609.874801638, 9.819876649463342, 16.92110668551697, 23.999843286145012, 2.7671020099390438
2, 1051155.4980558166, 6840625.998376317, 18.173567398481268, 13.627314361588533, 22.9863556298147, 2.711050709942152
3, 1051086.3465398343, 6840603.0198022295, 18.245294429841792, 17.008609223456645, 23.99999747905768, 2.6535807702645338
4, 1051070.6716360464, 6840605.04799567, 11.169425704052774, 14.676675843086874, 23.23125849610427, 2.761780117888151
4, 1051075.3967044058, 6840616.588062435, 9.898754632496775, 8.283803150506781, 23.999537517061125, 1.2086310941784288
5, 1051117.436102132, 6840625.530000727, 5.674687106985472, 19.99996512052283, 23.999995505194715, 2.730096971107909
5, 1051119.7379084225, 6840642.530883764, 14.87732503242978, 11.524132768731029, 23.999951199332006, 2.6494564979145125
6, 1051160.040550627, 6840588.264614912, 18.419043038321764, 19.116889129922154, 23.99998540226202, 2.7315904159426685
6, 1051153.6856711817, 6840573.874137894, 9.158976086283364, 14.833829646396278, 23.999880585942194, 1.3131234883739653
7, 1051137.7671465355, 6840581.38291546, 14.10728564050259, 18.763253896765388, 23.999969596203044, 1.2203387058101187
7, 1051120.7400999554, 6840587.540167788, 14.61272315434254, 17.457874638411745, 23.99358348202411, 1.2197794011759915
8, 1051103.0385291306, 6840593.912372206, 19.999991948597213, 15.017152683306858, 23.79162235275981, 2.790556668746003
9, 1051182.998497269, 6840569.360881117, 19.92480597473293, 16.655616698670666, 23.999914470126594, 1.2114426776884044
9, 1051172.064688346, 6840578.495539753, 19.975167458399092, 10.049664524816569, 23.999993242027244, 1.225616947374821
9, 1051190.5877205974, 6840582.624767601, 7.172290811268412, 5.202632509208215, 23.999748453857258, 2.659312679971655
10, 1051192.4146291462, 6840561.079082716, 11.552407823936635, 10.205675579942323, 23.99924879604922, 1.2480452052776025
10, 1051196.1579629765, 6840570.042952768, 7.531696600692865, 9.822147621344353, 23.99978631971812, 1.2201902372977522
11, 1051141.540352348, 6840632.042447057, 15.801058781579425, 12.944081287957335, 23.999972982379806, 2.708987850057475
12, 1051094.090236744, 6840648.508503993, 11.704740332745091, 18.77478814174264, 23.999868315933206, 2.682504162512636
13, 1051089.376036428, 6840629.3408747325, 9.460995634412562, 5.000106060476378, 23.999726179761378, 2.7019940208126947
13, 1051082.000771534, 6840634.423124704, 8.49240261240272, 7.6567436275149205, 20.115063444388397, 2.649704490343293
13, 1051084.2349815266, 6840640.976550309, 6.286064432649756, 6.094361408667999, 19.760389630102864, 1.20158583933926
14, 1051107.4752938505, 6840648.780999942, 12.031818053277275, 15.439099003670345, 23.237251336234145, 1.1492793788026787
15, 1051197.1468802968, 6840607.69998616, 15.832892302754336, 12.044461643769012, 22.670341522028178, 2.713940294261663
16, 1051183.7653493437, 6840613.531065406, 16.674160410362582, 11.420206574659833, 23.844937576757395, 2.708106034135028
17, 1051087.4433996228, 6840623.025811009, 19.136237477989155, 10.708792460046848, 23.999847078532152, 2.6732117607649455
18, 1051130.0539012125, 6840636.289231819, 11.534187154344007, 8.21173047467522, 23.999638731663723, 0.8229517568653224
18, 1051123.1071614432, 6840620.382413579, 11.246826101516753, 14.353445912905478, 23.99984402899679, 2.7495108060252433
