idparcel,centerx, centery, length, width, height, orientation
0, 1051210.636517707, 6840601.861772987, 16.62582456336246, 13.221811329101577, 8.38178356802156, 1.207694664305955
0, 1051205.7623694406, 6840588.291737369, 13.391813281299422, 12.236635599475468, 8.381749376391104, 2.7844187052543172
0, 1051201.7155961862, 6840577.579407766, 13.160169449716918, 10.642088598897306, 8.381758121453014, 2.7902012697909555
1, 1051170.6870524418, 6840621.514447351, 13.38008730475228, 14.632819880094484, 8.381780826644672, 2.7754740081190463
2, 1051157.4812317733, 6840626.059756532, 11.369406674194796, 17.819365242270536, 8.381686870623598, 2.7704686015759923
2, 1051152.780210067, 6840609.928457107, 16.18288854100107, 7.928672762427938, 8.381720897306169, 1.1658419638135975
3, 1051088.4090661348, 6840610.162884532, 9.5662076662381, 18.75983407413774, 8.381568444808497, 1.2287717327983532
3, 1051083.9688868802, 6840597.688872753, 18.676007823053304, 16.975300210097362, 8.381785599528827, 2.7998488690488705
4, 1051068.1338517393, 6840604.694596784, 12.715912752226501, 19.61937032079279, 8.381618197801792, 2.7982311695229543
4, 1051072.9526211235, 6840617.0286810035, 7.3810593425880775, 11.644744279211507, 8.381798970728514, 1.1925898771015264
5, 1051120.6432530042, 6840644.612197374, 15.542688079454472, 11.621494866340607, 8.381789613678809, 1.1404309914960926
6, 1051154.4169941316, 6840571.74497956, 18.94720824971556, 15.117935402951339, 8.38175228310109, 2.793546375315947
6, 1051160.421115554, 6840588.048045108, 19.840315036349182, 18.365797838481807, 8.381786723066483, 1.2111471758973198
7, 1051119.317227984, 6840585.990822043, 18.62894123485936, 12.636643548066528, 8.381748487454399, 1.2276855588134536
7, 1051134.8378528126, 6840580.487011515, 19.999709708529117, 18.193995455391555, 8.381801737676607, 2.7855038824124554
8, 1051103.2170201703, 6840591.832577521, 18.347965060088107, 18.862309046830042, 8.381774822421635, 2.7971761127230237
9, 1051181.2655112424, 6840582.579603374, 19.999900138357212, 13.604665085107198, 8.381515883204397, 2.718325288820239
9, 1051172.6658314937, 6840568.220568123, 19.997874829475222, 14.243288037162671, 8.381619964629637, 1.1977309134699377
9, 1051183.3808891252, 6840564.209855754, 19.68410222498797, 8.922812170273302, 8.38164258634369, 1.2131901571771904
10, 1051195.8030528263, 6840561.664795961, 19.99997356333823, 12.80789648695786, 8.38174816841803, 1.2059961685274425
11, 1051142.3592207986, 6840633.736417371, 17.135859256847866, 12.549556698003268, 8.381763453882026, 1.1488842980384704
12, 1051092.6598376448, 6840651.685508509, 19.999951009266027, 13.707946406712772, 8.38172033018418, 1.124358972512351
13, 1051082.6833031091, 6840637.642746617, 8.784542348905985, 7.989395846766065, 8.381764373966773, 1.3357756177002413
14, 1051108.229112378, 6840650.28119943, 12.209041210865307, 15.526773231845471, 8.3816611033118, 2.723333181077159
15, 1051197.691108964, 6840609.0844237, 15.17725945884744, 11.894197906704282, 8.381797632804712, 1.154399001719836
16, 1051184.4565688965, 6840615.27406172, 12.80511751904506, 15.08320938953285, 8.38176099130475, 2.7209874407018346
17, 1051083.2078087223, 6840624.470646509, 9.552248173699661, 19.951335809345576, 8.381404415638961, 1.1735877539711312
17, 1051096.6025948003, 6840619.324645348, 8.913691031405397, 9.817934900900102, 8.38173733679211, 2.7784242121943987
18, 1051130.5904022628, 6840637.546878087, 8.939559164121867, 19.939474684141736, 8.381767472283881, 2.719621610985423
18, 1051123.1775993374, 6840621.004607976, 16.343591980470492, 8.825338705506539, 8.381633831731712, 1.1501528551944862
