idparcel,centerx, centery, length, width, height, orientation
0, 1051213.8199686445, 6840601.768408899, 12.513823493144699, 19.192716430800466, 4.182040319688221, 2.78674372334767
0, 1051206.2550296811, 6840584.141889469, 19.110017526085112, 10.065374922867235, 4.830239792111399, 1.2086161778074507
1, 1051166.2871016013, 6840610.176447074, 9.356740975465257, 6.337442825044111, 13.951202609884277, 1.157441531908469
1, 1051169.263480459, 6840617.915455171, 7.821526410528213, 6.090260122117796, 9.358404876376703, 1.252593772310491
2, 1051155.6588567602, 6840625.911066886, 19.780681892708486, 7.491803369357144, 5.04964161270776, 1.1818336518818995
2, 1051149.607340319, 6840610.271890778, 16.731223050970478, 6.858703349051881, 15.73893492444367, 1.2561923956989849
2, 1051137.604156015, 6840604.850668771, 14.684473942899295, 19.999426221971664, 22.074849701803103, 1.202177128340422
3, 1051082.4060427055, 6840593.135328352, 11.684626226968291, 12.118341923114933, 4.182031815376549, 2.7990284318469163
3, 1051086.659662868, 6840605.146492418, 13.359894940802091, 11.870351166553892, 10.747283008322027, 1.2262778479116943
4, 1051069.8546431542, 6840614.477980674, 8.572656612480495, 6.997080409403547, 5.08402634180503, 2.708767074081475
4, 1051063.2464533097, 6840603.578080467, 18.403654784733774, 12.31750796238791, 4.182145060192541, 1.1138600843299322
6, 1051158.0900986963, 6840581.3966967985, 14.038483307992164, 11.68635761545727, 11.403702768146125, 1.2200959433748493
6, 1051153.9084924506, 6840570.447958807, 9.420361287045218, 12.16632218963037, 5.846738101212643, 1.2230258736643767
6, 1051163.8320173922, 6840597.267407455, 19.700896734890343, 11.207550785556997, 19.67983524819268, 1.2093002520597003
7, 1051141.2467559178, 6840586.946751499, 7.996612386990032, 5.712615784769243, 12.802378126737384, 1.1053945967165386
7, 1051123.8612262127, 6840577.554271109, 19.999980216982483, 10.47372795559579, 4.182092288438616, 2.800495693765998
7, 1051132.8609280076, 6840594.577068897, 11.683236620163253, 19.999984984602992, 14.421090356135398, 1.21618258675914
7, 1051137.5595695896, 6840580.4607049115, 7.914416172653134, 6.905684132650217, 8.696553571167376, 2.6761642951213527
7, 1051126.9482877804, 6840586.265675654, 8.006384171952572, 19.999958463192826, 9.773191648154388, 1.2275295561555952
7, 1051135.7876821132, 6840572.499628341, 5.9483995022950005, 8.821328649766922, 4.182126996969384, 2.765932171771241
8, 1051106.7142090604, 6840601.430985438, 17.03302494315741, 11.35650220767623, 11.556562696333975, 1.2239605495092458
8, 1051102.4727197362, 6840589.31122674, 11.32490037927065, 8.642620078478497, 6.442506877138572, 2.7949878902610696
8, 1051099.965575934, 6840583.159435061, 11.297194763124816, 5.035568170916232, 4.182035934843757, 2.797236929822945
9, 1051185.3756252497, 6840590.82253384, 13.170501346144706, 16.35196908972587, 22.13772604716607, 1.215968431279019
9, 1051175.3785437478, 6840563.128985274, 16.3496608357598, 9.320780120133731, 5.897403904406035, 2.7947584922138224
9, 1051180.077809318, 6840576.012931419, 18.284251436511884, 16.325543082346286, 11.328346682741802, 1.2176790614252226
10, 1051196.5997331848, 6840558.5057611875, 9.800700693416474, 18.790605112887782, 4.672794984123606, 2.7910031097329684
12, 1051092.5203594116, 6840654.033858192, 17.209526070991792, 8.505910930646138, 6.0020445505667785, 1.089798890192604
12, 1051087.056566977, 6840656.21244848, 16.98066306925239, 5.000001988996568, 4.182068221357912, 1.0906634583810333
12, 1051095.5724979902, 6840664.401522417, 5.0001949717640635, 12.414941615251537, 4.182127547678645, 1.1410805569130285
13, 1051102.4595428759, 6840632.027835989, 7.927070630113177, 8.892987752119383, 17.021870134480178, 1.1834042331297798
